Pokedex Number,Pokemon Name,Alternate Form Name,Legendary Type,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Special Event Ability,Special Event Ability Description,Male Ratio,Female Ratio,Base Happiness,Game(s) of Origin,Region of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,EV Yield Total,Catch Rate,Experience Growth,Experience Growth Total,Experience Yield,Primary Egg Group,Secondary Egg Group,Egg Cycle Count,Pre-Evolution Pokemon Id,Evolution Details
506,Lillipup,NULL,NULL,0.4,4.1,Normal,NULL,Vital Spirit,"The Pokémon is full of vitality, and that prevents it from falling asleep.",Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Run Away,Enables a sure getaway from wild Pokémon.,NULL,NULL,50,50,70,Black / White,Unova,45,60,45,25,45,55,275,0,1,0,0,0,0,1,255,Medium Slow,1059860,55,Field,NULL,15,NULL,NULL
507,Herdier,NULL,NULL,0.9,14.7,Normal,NULL,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",Sand Rush,Boosts the Pokémon's Speed stat in a sandstorm.,Scrappy,The Pokémon can hit Ghost-type Pokémon with Normal- and Fighting-type moves.,NULL,NULL,50,50,70,Black / White,Unova,65,80,65,35,65,60,370,0,2,0,0,0,0,2,120,Medium Slow,1059860,130,Field,NULL,15,840,Level 16
508,Stoutland,NULL,NULL,1.2,61,Normal,NULL,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",Sand Rush,Boosts the Pokémon's Speed stat in a sandstorm.,Scrappy,The Pokémon can hit Ghost-type Pokémon with Normal- and Fighting-type moves.,NULL,NULL,50,50,70,Black / White,Unova,85,110,90,45,90,80,500,0,3,0,0,0,0,3,45,Medium Slow,1059860,225,Field,NULL,15,841,Level 32
509,Purrloin,NULL,NULL,0.4,10.1,Dark,NULL,Limber,Its limber body protects the Pokémon from paralysis.,Unburden,Boosts the Speed stat if the Pokémon's held item is used or lost.,Prankster,Gives priority to a status move.,NULL,NULL,50,50,70,Black / White,Unova,41,50,37,50,37,66,281,0,0,0,0,0,1,1,255,Medium Fast,1000000,56,Field,NULL,20,NULL,NULL
510,Liepard,NULL,NULL,1.1,37.5,Dark,NULL,Limber,Its limber body protects the Pokémon from paralysis.,Unburden,Boosts the Speed stat if the Pokémon's held item is used or lost.,Prankster,Gives priority to a status move.,NULL,NULL,50,50,70,Black / White,Unova,64,88,50,88,50,106,446,0,0,0,0,0,2,2,90,Medium Fast,1000000,156,Field,NULL,20,843,Level 20
511,Pansage,NULL,NULL,0.6,10.5,Grass,NULL,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",NULL,NULL,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,NULL,NULL,87.5,12.5,70,Black / White,Unova,50,53,48,53,48,64,316,0,0,0,0,0,1,1,190,Medium Fast,1000000,63,Field,NULL,20,NULL,NULL
512,Simisage,NULL,NULL,1.1,30.5,Grass,NULL,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",NULL,NULL,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,NULL,NULL,87.5,12.5,70,Black / White,Unova,75,98,63,98,63,101,498,0,0,0,0,0,2,2,75,Medium Fast,1000000,174,Field,NULL,20,845,Leaf Stone
513,Pansear,NULL,NULL,0.6,11,Fire,NULL,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",NULL,NULL,Blaze,Powers up Fire-type moves when the Pokémon's HP is low. ,NULL,NULL,87.5,12.5,70,Black / White,Unova,50,53,48,53,48,64,316,0,0,0,0,0,1,1,190,Medium Fast,1000000,63,Field,NULL,20,NULL,NULL
514,Simisear,NULL,NULL,1,28,Fire,NULL,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",NULL,NULL,Blaze,Powers up Fire-type moves when the Pokémon's HP is low. ,NULL,NULL,87.5,12.5,70,Black / White,Unova,75,98,63,98,63,101,498,0,0,0,0,0,2,2,75,Medium Fast,1000000,174,Field,NULL,20,847,Fire Stone
515,Panpour,NULL,NULL,0.6,13.5,Water,NULL,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",NULL,NULL,Torrent,Powers up Water-type moves when the Pokémon's HP is low. ,NULL,NULL,87.5,12.5,70,Black / White,Unova,50,53,48,53,48,64,316,0,0,0,0,0,1,1,190,Medium Fast,1000000,63,Field,NULL,20,NULL,NULL
516,Simipour,NULL,NULL,1,29,Water,NULL,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",NULL,NULL,Torrent,Powers up Water-type moves when the Pokémon's HP is low. ,NULL,NULL,87.5,12.5,70,Black / White,Unova,75,98,63,98,63,101,498,0,0,0,0,0,2,2,75,Medium Fast,1000000,174,Field,NULL,20,849,Water Stone
517,Munna,NULL,NULL,0.6,23.3,Psychic,NULL,Forewarn,"When it enters a battle, the Pokémon can tell one of the moves an opposing Pokémon has.",Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.",Telepathy,Anticipates an ally's attack and dodges it.,NULL,NULL,50,50,70,Black / White,Unova,76,25,45,67,55,24,292,1,0,0,0,0,0,1,190,Fast,800000,58,Field,NULL,10,NULL,NULL
518,Musharna,NULL,NULL,1.1,60.5,Psychic,NULL,Forewarn,"When it enters a battle, the Pokémon can tell one of the moves an opposing Pokémon has.",Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.",Telepathy,Anticipates an ally's attack and dodges it.,NULL,NULL,50,50,70,Black / White,Unova,116,55,85,107,95,29,487,2,0,0,0,0,0,2,75,Fast,800000,170,Field,NULL,10,851,Moon Stone
519,Pidove,NULL,NULL,0.3,2.1,Normal,Flying,Big Pecks,Protects the Pokémon from Defense-lowering effects.,Super Luck,The Pokémon is so lucky that the critical-hit ratios of its moves are boosted.,Rivalry,"Becomes competitive and deals more damage to Pokémon of the same gender, but deals less to Pokémon of the opposite gender.",NULL,NULL,50,50,70,Black / White,Unova,50,55,50,36,30,43,264,0,1,0,0,0,0,1,255,Medium Slow,1059860,53,Flying,NULL,15,NULL,NULL
520,Tranquill,NULL,NULL,0.6,15,Normal,Flying,Big Pecks,Protects the Pokémon from Defense-lowering effects.,Super Luck,The Pokémon is so lucky that the critical-hit ratios of its moves are boosted.,Rivalry,"Becomes competitive and deals more damage to Pokémon of the same gender, but deals less to Pokémon of the opposite gender.",NULL,NULL,50,50,70,Black / White,Unova,62,77,62,50,42,65,358,0,2,0,0,0,0,2,120,Medium Slow,1059860,125,Flying,NULL,15,853,Level 21
521,Unfezant,NULL,NULL,1.2,29,Normal,Flying,Big Pecks,Protects the Pokémon from Defense-lowering effects.,Super Luck,The Pokémon is so lucky that the critical-hit ratios of its moves are boosted.,Rivalry,"Becomes competitive and deals more damage to Pokémon of the same gender, but deals less to Pokémon of the opposite gender.",NULL,NULL,50,50,70,Black / White,Unova,80,115,80,65,55,93,488,0,3,0,0,0,0,3,45,Medium Slow,1059860,220,Flying,NULL,15,854,Level 32
522,Blitzle,NULL,NULL,0.8,29.8,Electric,NULL,Lightning Rod,"The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",Motor Drive,Boosts its Speed stat if hit by an Electric-type move instead of taking damage.,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,NULL,NULL,50,50,70,Black / White,Unova,45,60,32,50,32,76,295,0,0,0,0,0,1,1,190,Medium Fast,1000000,59,Field,NULL,20,NULL,NULL
523,Zebstrika,NULL,NULL,1.6,79.5,Electric,NULL,Lightning Rod,"The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",Motor Drive,Boosts its Speed stat if hit by an Electric-type move instead of taking damage.,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,NULL,NULL,50,50,70,Black / White,Unova,75,100,63,80,63,116,497,0,0,0,0,0,2,2,75,Medium Fast,1000000,174,Field,NULL,20,856,Level 27
524,Roggenrola,NULL,NULL,0.4,18,Rock,NULL,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,Sand Force,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",NULL,NULL,50,50,70,Black / White,Unova,55,75,85,25,25,15,280,0,0,1,0,0,0,1,255,Medium Slow,1059860,56,Mineral,NULL,15,NULL,NULL
525,Boldore,NULL,NULL,0.9,102,Rock,NULL,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,Sand Force,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",NULL,NULL,50,50,70,Black / White,Unova,70,105,105,50,40,20,390,0,1,1,0,0,0,2,120,Medium Slow,1059860,137,Mineral,NULL,15,858,Level 25
526,Gigalith,NULL,NULL,1.7,260,Rock,NULL,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Sand Stream,The Pokémon summons a sandstorm when it enters a battle.,Sand Force,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",NULL,NULL,50,50,70,Black / White,Unova,85,135,130,60,80,25,515,0,3,0,0,0,0,3,45,Medium Slow,1059860,232,Mineral,NULL,15,859,NULL
527,Woobat,NULL,NULL,0.4,2.1,Psychic,Flying,Unaware,"When attacking, the Pokémon ignores the target Pokémon's stat changes.",Klutz,The Pokémon can't use any held items.,Simple,The stat changes the Pokémon receives are doubled.,NULL,NULL,50,50,70,Black / White,Unova,65,45,43,55,43,72,323,0,0,0,0,0,1,1,190,Medium Fast,1000000,65,Field,Flying,15,NULL,NULL
528,Swoobat,NULL,NULL,0.9,10.5,Psychic,Flying,Unaware,"When attacking, the Pokémon ignores the target Pokémon's stat changes.",Klutz,The Pokémon can't use any held items.,Simple,The stat changes the Pokémon receives are doubled.,NULL,NULL,50,50,70,Black / White,Unova,67,57,55,77,55,114,425,0,0,0,0,0,2,2,45,Medium Fast,1000000,149,Field,Flying,15,861,NULL
529,Drilbur,NULL,NULL,0.3,8.5,Ground,NULL,Sand Rush,Boosts the Pokémon's Speed stat in a sandstorm.,Sand Force,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",Mold Breaker,Moves can be used on the target regardless of its Abilities.,NULL,NULL,50,50,70,Black / White,Unova,60,85,40,30,45,68,328,0,1,0,0,0,0,1,120,Medium Fast,1000000,66,Field,NULL,20,NULL,NULL
530,Excadrill,NULL,NULL,0.7,40.4,Ground,Steel,Sand Rush,Boosts the Pokémon's Speed stat in a sandstorm.,Sand Force,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",Mold Breaker,Moves can be used on the target regardless of its Abilities.,NULL,NULL,50,50,70,Black / White,Unova,110,135,60,50,65,88,508,0,2,0,0,0,0,2,60,Medium Fast,1000000,178,Field,NULL,20,863,Level 31
531,Audino,NULL,NULL,1.1,31,Normal,NULL,Healer,Sometimes heals an ally's status condition.,Regenerator,Restores a little HP when withdrawn from battle.,Klutz,The Pokémon can't use any held items.,NULL,NULL,50,50,70,Black / White,Unova,103,60,86,60,86,50,445,2,0,0,0,0,0,2,255,Fast,800000,390,Fairy,NULL,20,NULL,NULL
531,Audino,Mega,NULL,1.5,32,Normal,Fairy,Healer,Sometimes heals an ally's status condition.,NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,Omega Ruby / Alpha Sapphire,Kalos,103,60,126,80,126,50,545,2,0,0,0,0,0,2,255,Fast,800000,425,Fairy,NULL,20,NULL,NULL
532,Timburr,NULL,NULL,0.6,12.5,Fighting,NULL,Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,Sheer Force,Removes additional effects to increase the power of moves when attacking.,Iron Fist,Powers up punching moves.,NULL,NULL,75,25,70,Black / White,Unova,75,80,55,25,35,35,305,0,1,0,0,0,0,1,180,Medium Slow,1059860,61,Human-Like,NULL,20,NULL,NULL
533,Gurdurr,NULL,NULL,1.2,40,Fighting,NULL,Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,Sheer Force,Removes additional effects to increase the power of moves when attacking.,Iron Fist,Powers up punching moves.,NULL,NULL,75,25,70,Black / White,Unova,85,105,85,40,50,40,405,0,2,0,0,0,0,2,90,Medium Slow,1059860,142,Human-Like,NULL,20,866,Level 25
534,Conkeldurr,NULL,NULL,1.4,87,Fighting,NULL,Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,Sheer Force,Removes additional effects to increase the power of moves when attacking.,Iron Fist,Powers up punching moves.,NULL,NULL,75,25,70,Black / White,Unova,105,140,95,55,65,45,505,0,3,0,0,0,0,3,45,Medium Slow,1059860,227,Human-Like,NULL,20,867,NULL
535,Tympole,NULL,NULL,0.5,4.5,Water,NULL,Swift Swim,Boosts the Pokémon's Speed stat in rain.,Hydration,Heals status conditions if it's raining.,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,NULL,NULL,50,50,70,Black / White,Unova,50,50,40,50,40,64,294,0,0,0,0,0,1,1,255,Medium Slow,1059860,59,Water 1,NULL,20,NULL,NULL
536,Palpitoad,NULL,NULL,0.8,17,Water,Ground,Swift Swim,Boosts the Pokémon's Speed stat in rain.,Hydration,Heals status conditions if it's raining.,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,NULL,NULL,50,50,70,Black / White,Unova,75,65,55,65,55,69,384,2,0,0,0,0,0,2,120,Medium Slow,1059860,134,Water 1,NULL,20,869,Level 25
537,Seismitoad,NULL,NULL,1.5,62,Water,Ground,Swift Swim,Boosts the Pokémon's Speed stat in rain.,Poison Touch,May poison a target when the Pokémon makes contact.,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,NULL,NULL,50,50,70,Black / White,Unova,105,95,75,85,75,74,509,3,0,0,0,0,0,3,45,Medium Slow,1059860,229,Water 1,NULL,20,870,Level 36
538,Throh,NULL,NULL,1.3,55.5,Fighting,NULL,Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Mold Breaker,Moves can be used on the target regardless of its Abilities.,NULL,NULL,100,0,70,Black / White,Unova,120,100,85,30,85,45,465,2,0,0,0,0,0,2,45,Medium Fast,1000000,163,Human-Like,NULL,20,NULL,NULL
539,Sawk,NULL,NULL,1.4,41,Fighting,NULL,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Mold Breaker,Moves can be used on the target regardless of its Abilities.,NULL,NULL,100,0,70,Black / White,Unova,75,125,75,30,75,85,465,0,2,0,0,0,0,2,45,Medium Fast,1000000,163,Human-Like,NULL,20,NULL,NULL
540,Sewaddle,NULL,NULL,0.3,2.5,Bug,Grass,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight. ,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",NULL,NULL,50,50,70,Black / White,Unova,45,53,70,40,60,42,310,0,0,1,0,0,0,1,255,Medium Slow,1059860,62,Bug,NULL,15,NULL,NULL
541,Swadloon,NULL,NULL,0.5,7.3,Bug,Grass,Leaf Guard,Prevents status conditions in harsh sunlight.,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight. ,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",NULL,NULL,50,50,70,Black / White,Unova,55,63,90,50,80,42,380,0,0,2,0,0,0,2,120,Medium Slow,1059860,133,Bug,NULL,15,874,Level 20
542,Leavanny,NULL,NULL,1.2,20.5,Bug,Grass,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight. ,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",NULL,NULL,50,50,70,Black / White,Unova,75,103,80,70,80,92,500,0,3,0,0,0,0,3,45,Medium Slow,1059860,225,Bug,NULL,15,875,NULL
543,Venipede,NULL,NULL,0.4,5.3,Bug,Poison,Poison Point,Contact with the Pokémon may poison the attacker.,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Speed Boost,Its Speed stat is boosted every turn.,NULL,NULL,50,50,70,Black / White,Unova,30,45,59,30,39,57,260,0,0,1,0,0,0,1,255,Medium Slow,1059860,52,Bug,NULL,15,NULL,NULL
544,Whirlipede,NULL,NULL,1.2,58.5,Bug,Poison,Poison Point,Contact with the Pokémon may poison the attacker.,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Speed Boost,Its Speed stat is boosted every turn.,NULL,NULL,50,50,70,Black / White,Unova,40,55,99,40,79,47,360,0,0,2,0,0,0,2,120,Medium Slow,1059860,126,Bug,NULL,15,877,Level 22
545,Scolipede,NULL,NULL,2.5,200.5,Bug,Poison,Poison Point,Contact with the Pokémon may poison the attacker.,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Speed Boost,Its Speed stat is boosted every turn.,NULL,NULL,50,50,70,Black / White,Unova,60,100,89,55,69,112,485,0,0,0,0,0,3,3,45,Medium Slow,1059860,218,Bug,NULL,20,878,Level 30
546,Cottonee,NULL,NULL,0.3,0.6,Grass,Fairy,Prankster,Gives priority to a status move.,Infiltrator,"Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.",Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight. ,NULL,NULL,50,50,70,Black / White,Unova,40,27,60,37,50,66,280,0,0,0,0,0,1,1,190,Medium Fast,1000000,56,Grass,Fairy,20,NULL,NULL
547,Whimsicott,NULL,NULL,0.7,6.6,Grass,Fairy,Prankster,Gives priority to a status move.,Infiltrator,"Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.",Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight. ,NULL,NULL,50,50,70,Black / White,Unova,60,67,85,77,75,116,480,0,0,0,0,0,2,2,75,Medium Fast,1000000,168,Grass,Fairy,20,880,Sun Stone
548,Petilil,NULL,NULL,0.5,6.6,Grass,NULL,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight. ,Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",Leaf Guard,Prevents status conditions in harsh sunlight.,NULL,NULL,0,100,70,Black / White,Unova,45,35,50,70,50,30,280,0,0,0,1,0,0,1,190,Medium Fast,1000000,56,Grass,NULL,20,NULL,NULL
549,Lilligant,NULL,NULL,1.1,16.3,Grass,NULL,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight. ,Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",Leaf Guard,Prevents status conditions in harsh sunlight.,NULL,NULL,0,100,70,Black / White,Unova,70,60,75,110,75,90,480,0,0,0,2,0,0,2,75,Medium Fast,1000000,168,Grass,NULL,20,882,Sun Stone
550,Basculin,NULL,NULL,1,18,Water,NULL,Reckless,Powers up moves that have recoil damage.,Adaptability,Powers up moves of the same type as the Pokémon.,Mold Breaker,Moves can be used on the target regardless of its Abilities.,NULL,NULL,50,50,70,Black / White,Unova,70,92,65,80,55,98,460,0,0,0,0,0,2,2,25,Medium Fast,1000000,161,Water 2,NULL,40,NULL,NULL
550,Basculin,Blue-Striped,NULL,1,18,Water,NULL,Rock Head,Protects the Pokémon from recoil damage.,Adaptability,Powers up moves of the same type as the Pokémon.,Mold Breaker,Moves can be used on the target regardless of its Abilities.,NULL,NULL,50,50,70,Black / White,Unova,70,92,65,80,55,98,460,0,0,0,0,0,2,2,25,Medium Fast,1000000,161,Water 2,NULL,40,NULL,NULL
551,Sandile,NULL,NULL,0.7,15.2,Ground,Dark,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",Moxie,"The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.",Anger Point,"The Pokémon is angered when it takes a critical hit, and that maxes its Attack stat.",NULL,NULL,50,50,70,Black / White,Unova,50,72,35,35,35,65,292,0,1,0,0,0,0,1,180,Medium Slow,1059860,58,Field,NULL,20,NULL,NULL
552,Krokorok,NULL,NULL,1,33.4,Ground,Dark,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",Moxie,"The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.",Anger Point,"The Pokémon is angered when it takes a critical hit, and that maxes its Attack stat.",NULL,NULL,50,50,70,Black / White,Unova,60,82,45,45,45,74,351,0,2,0,0,0,0,2,90,Medium Slow,1059860,123,Field,NULL,20,886,Level 29
553,Krookodile,NULL,NULL,1.5,96.3,Ground,Dark,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",Moxie,"The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.",Anger Point,"The Pokémon is angered when it takes a critical hit, and that maxes its Attack stat.",NULL,NULL,50,50,70,Black / White,Unova,95,117,80,65,70,92,519,0,3,0,0,0,0,3,45,Medium Slow,1059860,234,Field,NULL,20,887,Level 40
554,Darumaka,NULL,NULL,0.6,37.5,Fire,NULL,Hustle,"Boosts the Attack stat, but lowers accuracy.",NULL,NULL,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",NULL,NULL,50,50,70,Black / White,Unova,70,90,45,15,45,50,315,0,1,0,0,0,0,1,120,Medium Slow,1059860,63,Field,NULL,20,NULL,NULL
554,Darumaka,Galar,NULL,0.7,40,Ice,NULL,Hustle,"Boosts the Attack stat, but lowers accuracy.",NULL,NULL,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",NULL,NULL,50,50,70,Sword / Shield,Galar,70,90,45,15,45,50,315,0,1,0,0,0,0,1,120,Medium Slow,1059860,63,Field,NULL,20,NULL,NULL
555,Darmanitan,NULL,NULL,1.3,92.9,Fire,NULL,Sheer Force,Removes additional effects to increase the power of moves when attacking.,NULL,NULL,Zen Mode,Changes the Pokémon's shape when HP is half or less.,NULL,NULL,50,50,70,Black / White,Unova,105,140,55,30,55,95,480,0,2,0,0,0,0,2,60,Medium Slow,1059860,168,Field,NULL,20,889,Level 35
555,Darmanitan,Zen,NULL,1.3,92.9,Fire,Psychic,Zen Mode,Changes the Pokémon's shape when HP is half or less.,NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,Black / White,Unova,105,30,105,140,105,55,540,0,0,0,2,0,0,2,60,Medium Slow,1059860,168,Field,NULL,20,NULL,NULL
555,Darmanitan,Galar,NULL,1.7,120,Ice,NULL,Gorilla Tactics,Boosts the Pokémon's Attack stat but only allows the use of the first selected move.,NULL,NULL,Zen Mode,Changes the Pokémon's shape when HP is half or less.,NULL,NULL,50,50,70,Sword / Shield,Galar,105,140,55,30,55,95,480,0,2,0,0,0,0,2,60,Medium Slow,1059860,168,Field,NULL,20,1557,Ice Stone
